target,sample_count,MAE,RMSE,R2
Voc,1235,0.04768871687890127,0.07249463352802037,0.6197350607615459
Jsc,1235,1.7419320213800653,2.6750563176934303,0.6721501310525991
PCE,1235,2.0406014597087117,2.7948716305497348,0.68006051819817
FF,1235,0.05178593451131853,0.07681254913918535,0.6019579557966223
