target,sample_count,MAE,RMSE,R2
Voc,1237,0.05850293601828085,0.08450415715344899,0.4831697908006969
Jsc,1237,2.220654170892294,3.1584705235292323,0.5425857026203351
PCE,1237,2.46023897664828,3.2181557467489657,0.5763514646188624
FF,1237,0.06439533091002338,0.1261031291853412,0.46730647708622486
