target,sample_count,MAE,RMSE,R2
Voc,1237,0.0547075048036206,0.07970922871758424,0.5401576611072028
Jsc,1237,2.0404408066217763,2.972091985392527,0.5949761738575541
PCE,1237,2.3117564969862285,3.059398030726165,0.6171192271339896
FF,1237,0.06165464415048085,0.12260281742918269,0.4964685630112643
