target,sample_count,MAE,RMSE,R2
Voc,1237,0.05120081862645025,0.07573515630457014,0.5848674435976294
Jsc,1237,1.886957814483149,2.8197254310043496,0.635439407610213
PCE,1237,2.183919365396214,2.926484036586186,0.6496646903737111
FF,1237,0.05881657702144687,0.11969335832375892,0.520083375746279
