target,sample_count,MAE,RMSE,R2
delta_Voc,1237,0.049152148217620616,0.07372801464921482,0.60657964994611
delta_Jsc,1237,1.804601940046355,2.7373272848013226,0.6564345119115921
delta_PCE,1237,2.1001793985522705,2.846397308959567,0.6685770088276315
delta_FF,1237,0.05698182994321901,0.11825454699245797,0.5315520026515856
