target,sample_count,MAE,MSE,RMSE,R2
delta_Voc,1243,0.05089171338213064,0.006347616998780462,0.07967193356998725,0.555501738961627
delta_Jsc,1246,1.9676107182272826,8.9887564020056,2.9981254813642475,0.5971584624347537
delta_PCE,1285,2.2613733871449444,9.634655349539843,3.1039741219185193,0.6177971758553537
delta_FF,1233,0.05684172551047684,0.00695645975735296,0.08340539405429939,0.5585707853702933
