target,sample_count,MAE,RMSE,R2
Voc,1237,0.06150818557466347,0.08839112519708,0.43453065442781436
Jsc,1237,2.3601447584816166,3.3117293551200953,0.49711838993465385
PCE,1237,2.559319338647446,3.3325764119389385,0.5456904936995599
FF,1237,0.06630468779261353,0.12919448624842111,0.4408689020046006
