Ref_ID,Simulation_Voc,Simulation_Jsc,Simulation_PCE,Simulation_FF
4378,1.022387,29.00568,20.50515,0.691456
4380,1.021819,28.458890000000004,20.19359,0.6944188
4381,1.021819,28.458890000000004,20.19359,0.6944188
4382,1.021819,28.458890000000004,20.19359,0.6944188
4384,1.021819,28.458890000000004,20.19359,0.6944188
4489,,,,
4490,1.022579,24.58637,16.52134,0.6571341
4491,,,,
4513,1.022387,29.00568,20.50515,0.691456
4586,1.022534,29.14615,20.58835,0.6908162
4587,1.022534,29.14615,20.58835,0.6908162
4813,1.022534,29.14615,20.58835,0.6908162
4914,1.008514,25.56311,20.08283,0.7789858
4915,1.008514,25.56311,20.08283,0.7789858
5029,1.029146,31.1894,25.75042,0.8022325
5037,1.029146,31.1894,25.75042,0.8022325
5041,1.029146,31.1894,25.75042,0.8022325
5045,1.029146,31.1894,25.75042,0.8022325
5049,1.029146,31.1894,25.75042,0.8022325
5053,1.029146,31.1894,25.75042,0.8022325
5351,1.022387,29.00568,20.50515,0.691456
5560,1.022215,28.83835,20.40725,0.6922641
5676,0.9928413,24.74303,18.64868,0.7591284
5681,0.9928413,24.74303,18.64868,0.7591284
5682,1.010245,24.8702,19.13086,0.7614272
5683,1.010245,24.8702,19.13086,0.7614272
5686,1.010245,24.8702,19.13086,0.7614272
5760,1.023015,29.47142,23.98863,0.7956503
5848,1.022215,28.83835,20.40725,0.6922641
5849,1.022215,28.83835,20.40725,0.6922641
5850,1.022215,28.83835,20.40725,0.6922641
5852,1.022215,28.83835,20.40725,0.6922641
5854,1.022215,28.83835,20.40725,0.6922641
5862,1.022215,28.83835,20.40725,0.6922641
5934,1.02199,28.62159,20.28508,0.6934836
6211,1.020035,29.0057,20.5985,0.6962052
6522,1.008252,25.35528,19.92244,0.7793009
6523,1.008252,25.35528,19.92244,0.7793009
6524,1.008252,25.35528,19.92244,0.7793009
6526,1.008252,25.35528,19.92244,0.7793009
6527,1.008252,25.35528,19.92244,0.7793009
6529,1.008252,25.35528,19.92244,0.7793009
6530,1.008252,25.35528,19.92244,0.7793009
6752,1.024879,29.21146,23.91837,0.7989241
6753,1.024879,29.21146,23.91837,0.7989241
6755,1.024879,29.21146,23.91837,0.7989241
6756,1.024879,29.21146,23.91837,0.7989241
6757,1.024879,29.21146,23.91837,0.7989241
6758,1.024879,29.21146,23.91837,0.7989241
6760,1.024879,29.21146,23.91837,0.7989241
6762,1.024879,29.21146,23.91837,0.7989241
6891,1.024787,29.852690000000003,24.2416,0.7923994
6892,1.024787,29.852690000000003,24.2416,0.7923994
6919,1.022387,29.00568,20.50515,0.691456
6920,1.022387,29.00568,20.50515,0.691456
6921,1.022387,29.00568,20.50515,0.691456
7018,1.013005,24.87931,18.64739,0.7398919
7019,1.013005,24.87931,18.64739,0.7398919
7022,1.013005,24.87931,18.64739,0.7398919
7023,1.013005,24.87931,18.64739,0.7398919
7024,1.013005,24.87931,18.64739,0.7398919
7135,1.017458,29.68927,24.45426,0.8095405
7137,1.017458,29.68927,24.45426,0.8095405
7145,1.022215,28.83835,20.40725,0.6922641
7146,1.022215,28.83835,20.40725,0.6922641
7147,1.022215,28.83835,20.40725,0.6922641
7148,1.022215,28.83835,20.40725,0.6922641
7149,1.022215,28.83835,20.40725,0.6922641
7150,1.022215,28.83835,20.40725,0.6922641
7203,1.022215,28.83835,20.40725,0.6922641
7204,1.022215,28.83835,20.40725,0.6922641
7226,1.021488,28.141820000000003,20.01644,0.6963078
7227,1.021488,28.141820000000003,20.01644,0.6963078
7480,1.014687,29.5191,23.02853,0.7688311
7481,1.014687,29.5191,23.02853,0.7688311
7482,1.017303,30.80581,24.58326,0.7844346
7483,1.017303,30.80581,24.58326,0.7844346
7484,1.017303,30.80581,24.58326,0.7844346
7487,1.017303,30.80581,24.58326,0.7844346
7489,1.017303,30.80581,24.58326,0.7844346
7490,1.017303,30.80581,24.58326,0.7844346
7498,1.004847,24.19113,17.40374,0.7159568
7548,1.026305,32.53803,26.39254,0.790339
7550,1.026305,32.53803,26.39254,0.790339
7552,1.026305,32.53803,26.39254,0.790339
7644,1.00889,25.86545,20.31344,0.7784305
7645,1.00889,25.86545,20.31344,0.7784305
7762,1.022387,29.00568,20.50515,0.691456
7763,1.022387,29.00568,20.50515,0.691456
7764,1.022387,29.00568,20.50515,0.691456
7766,1.022387,29.00568,20.50515,0.691456
7767,1.022387,29.00568,20.50515,0.691456
7768,1.022387,29.00568,20.50515,0.691456
7946,1.014205,28.86047,21.82761,0.7457224
8023,1.022387,29.00568,20.50515,0.691456
8032,1.010442,29.34866,21.79869,0.7350736
8034,1.010442,29.34866,21.79869,0.7350736
8057,1.008245,25.35627,19.91984,0.7791738
8058,1.025959,32.14859,26.08852,0.7909654
8086,1.022387,29.00568,20.50515,0.691456
8087,1.022387,29.00568,20.50515,0.691456
8088,1.022387,29.00568,20.50515,0.691456
8167,1.021488,28.141820000000003,20.01644,0.6963078
8168,1.021488,28.141820000000003,20.01644,0.6963078
8169,1.021488,28.141820000000003,20.01644,0.6963078
8177,1.01101,26.42493,18.6969,0.6998425
8178,1.01101,26.42493,18.6969,0.6998425
8179,1.01101,26.42493,18.6969,0.6998425
8181,1.01101,26.42493,18.6969,0.6998425
8182,1.01101,26.42493,18.6969,0.6998425
8199,1.009911,29.00586,20.70356,0.7067665
8201,1.009911,29.00586,20.70356,0.7067665
8247,1.022387,29.00568,20.50515,0.691456
8254,1.022387,29.00568,20.50515,0.691456
8329,1.022215,28.83835,20.40725,0.6922641
8330,1.022215,28.83835,20.40725,0.6922641
8647,1.02199,28.62159,20.28508,0.6934836
8700,1.022215,28.83835,20.40725,0.6922641
8701,1.022215,28.83835,20.40725,0.6922641
8755,1.008883,25.89771,20.33669,0.7783557
8756,1.022215,28.83835,20.40725,0.6922641
8757,1.022215,28.83835,20.40725,0.6922641
8766,1.02303,29.48507,24.00032,0.7956582
8767,1.02303,29.48507,24.00032,0.7956582
8768,1.02303,29.48507,24.00032,0.7956582
8769,1.02303,29.48507,24.00032,0.7956582
8773,1.02303,29.48507,24.00032,0.7956582
8774,1.02303,29.48507,24.00032,0.7956582
8775,1.02303,29.48507,24.00032,0.7956582
8819,1.018238,28.52629,22.93809,0.7897011
8831,0.9870708,27.839170000000003,20.65021,0.7514845
8833,0.9870708,27.839170000000003,20.65021,0.7514845
8849,1.012186,32.48925,26.89725,0.8179144
8850,0.9997823,28.37863,22.53089,0.7941114
8851,1.003339,30.78678,24.3647,0.7887678
8852,1.003339,30.78678,24.3647,0.7887678
8853,1.000601,26.86148,20.78627,0.7733676
9062,1.022387,29.00568,20.50515,0.691456
9063,1.022387,29.00568,20.50515,0.691456
9064,1.022387,29.00568,20.50515,0.691456
9065,1.022387,29.00568,20.50515,0.691456
9066,1.022387,29.00568,20.50515,0.691456
9080,1.022387,29.00568,20.50515,0.691456
9090,1.021488,28.141820000000003,20.01644,0.6963078
9093,1.022387,29.00568,20.50515,0.691456
9094,1.022387,29.00568,20.50515,0.691456
9097,1.021488,28.141820000000003,20.01644,0.6963078
9099,1.021488,28.141820000000003,20.01644,0.6963078
9100,1.021488,28.141820000000003,20.01644,0.6963078
9101,1.021488,28.141820000000003,20.01644,0.6963078
9106,1.022387,29.00568,20.50515,0.691456
9107,1.022387,29.00568,20.50515,0.691456
9108,1.022387,29.00568,20.50515,0.691456
9109,1.022387,29.00568,20.50515,0.691456
9110,1.022387,29.00568,20.50515,0.691456
9111,1.022387,29.00568,20.50515,0.691456
9113,1.022387,29.00568,20.50515,0.691456
9114,1.022387,29.00568,20.50515,0.691456
9138,1.022387,29.00568,20.50515,0.691456
9224,1.021717,28.36072,20.1389,0.6950052
9226,1.021717,28.36072,20.1389,0.6950052
9295,1.040379,33.80746,26.2743,0.7470112
9296,1.040379,33.80746,26.2743,0.7470112
9783,1.022387,29.00568,20.50515,0.691456
9785,1.022387,29.00568,20.50515,0.691456
9787,1.022387,29.00568,20.50515,0.691456
9867,1.022387,29.00568,20.50515,0.691456
9916,1.022387,29.00568,20.50515,0.691456
9918,1.022387,29.00568,20.50515,0.691456
9919,1.022387,29.00568,20.50515,0.691456
9955,1.02199,28.62159,20.28508,0.6934836
9956,1.02199,28.62159,20.28508,0.6934836
10212,1.022387,29.00568,20.50515,0.691456
10237,1.022387,29.00568,20.50515,0.691456
10243,1.022387,29.00568,20.50515,0.691456
10248,1.022387,29.00568,20.50515,0.691456
10596,1.000203,26.42689,20.59497,0.7791606
10597,1.000203,26.42689,20.59497,0.7791606
10598,1.000203,26.42689,20.59497,0.7791606
10599,1.000203,26.42689,20.59497,0.7791606
10600,1.000203,26.42689,20.59497,0.7791606
10601,1.000203,26.42689,20.59497,0.7791606
10602,1.000203,26.42689,20.59497,0.7791606
10603,1.000203,26.42689,20.59497,0.7791606
10628,1.013257,26.861200000000004,20.53947,0.7546475
10667,1.022215,28.83835,20.40725,0.6922641
10923,1.009873,25.53787,20.64593,0.8005395
11012,1.022387,29.00568,20.50515,0.691456
11106,1.024436,28.36069,20.0053,0.6885627
11140,1.010367,28.14007,19.73405,0.694084
11141,1.010367,28.14007,19.73405,0.694084
11142,1.010367,28.14007,19.73405,0.694084
11143,1.010367,28.14007,19.73405,0.694084
11144,1.010367,28.14007,19.73405,0.694084
11236,1.022387,29.00568,20.50515,0.691456
11258,1.008925,25.89772,20.33582,0.7782901
11259,1.008925,25.89772,20.33582,0.7782901
11260,1.008925,25.89772,20.33582,0.7782901
11269,1.022215,28.83835,20.40725,0.6922641
11270,1.022215,28.83835,20.40725,0.6922641
11271,1.022215,28.83835,20.40725,0.6922641
11273,1.022215,28.83835,20.40725,0.6922641
11274,1.022215,28.83835,20.40725,0.6922641
11275,1.022215,28.83835,20.40725,0.6922641
11312,1.022215,28.83835,20.40725,0.6922641
11313,1.022215,28.83835,20.40725,0.6922641
11397,0.9848352,20.84531,14.78747,0.720314
11399,1.030334,31.50027,22.55789,0.6950344
11400,1.030825,24.64694,18.03213,0.7097393
11733,1.012143,27.98179,21.89041,0.7729233
11736,1.012143,27.98179,21.89041,0.7729233
11737,1.012143,27.98179,21.89041,0.7729233
11738,1.012143,27.98179,21.89041,0.7729233
11739,1.012143,27.98179,21.89041,0.7729233
11740,1.012143,27.98179,21.89041,0.7729233
11741,1.012143,27.98179,21.89041,0.7729233
11765,1.022215,28.83835,20.40725,0.6922641
11773,1.026225,32.44604,26.32153,0.7905088
11800,1.006959,28.21066,23.39454,0.8235493
11801,1.021616,28.21039,22.98819,0.7976423
11802,1.021616,28.21039,22.98819,0.7976423
11803,1.021616,28.21039,22.98819,0.7976423
11804,1.021616,28.21039,22.98819,0.7976423
11805,1.021616,28.21039,22.98819,0.7976423
11981,1.022387,29.00568,20.50515,0.691456
11982,1.022387,29.00568,20.50515,0.691456
12001,1.023159,29.627910000000004,24.1101,0.7953436
12002,1.023159,29.627910000000004,24.1101,0.7953436
12032,1.022387,29.00568,20.50515,0.691456
12033,1.022387,29.00568,20.50515,0.691456
12054,1.021973,27.52222,19.61529,0.6973837
12055,1.023063,33.61426,23.24702,0.6759918
12056,0.9977122,21.37243,15.34639,0.7196925
12454,1.02199,28.62159,20.28508,0.6934836
12455,1.02199,28.62159,20.28508,0.6934836
12499,1.02199,28.62159,20.28508,0.6934836
12501,1.02199,28.62159,20.28508,0.6934836
12639,1.008514,25.56311,20.08283,0.7789858
12640,1.008514,25.56311,20.08283,0.7789858
12641,1.022215,28.83835,20.40725,0.6922641
12818,1.022387,29.00568,20.50515,0.691456
12820,1.022215,28.83835,20.40725,0.6922641
12912,1.00049,27.25216,20.6735,0.7582286
13148,1.022215,28.83835,20.40725,0.6922641
13200,1.00618,26.97683,17.80934,0.6561169
13202,1.00618,26.97683,17.80934,0.6561169
13203,1.00618,26.97683,17.80934,0.6561169
13205,1.00618,26.97683,17.80934,0.6561169
13246,1.020035,29.0057,20.5985,0.6962052
13310,1.022387,29.00568,20.50515,0.691456
13312,1.022387,29.00568,20.50515,0.691456
13411,1.022387,29.00568,20.50515,0.691456
13412,1.022387,29.00568,20.50515,0.691456
13456,1.023319,33.12357,22.95186,0.6771264
13457,1.023319,33.12357,22.95186,0.6771264
13458,1.023319,33.12357,22.95186,0.6771264
13460,1.023319,33.12357,22.95186,0.6771264
13461,1.023319,33.12357,22.95186,0.6771264
13464,1.023319,33.12357,22.95186,0.6771264
13500,1.002989,26.7616,21.05863,0.7845522
13501,1.002989,26.7616,21.05863,0.7845522
13506,1.021488,28.141820000000003,20.01644,0.6963078
13507,1.021488,28.141820000000003,20.01644,0.6963078
13917,1.021665,28.310340000000004,20.1113,0.6953228
13918,1.021665,28.310340000000004,20.1113,0.6953228
13919,1.021665,28.310340000000004,20.1113,0.6953228
14030,1.02858,33.15417,26.88943,0.7885066
14038,1.02858,33.15417,26.88943,0.7885066
14042,1.02858,33.15417,26.88943,0.7885066
14092,1.001628,25.84099,20.43702,0.7895908
14102,1.021717,28.36072,20.1389,0.6950052
14156,0.9981159,25.09379,19.16511,0.7651811
14222,1.006425,26.25131,19.09749,0.7228429
14298,1.022387,29.00568,20.50515,0.691456
14299,1.022387,29.00568,20.50515,0.691456
14842,1.016346,27.365140000000004,21.63513,0.7778937
14981,1.022387,29.00568,20.50515,0.691456
15048,1.022387,29.00568,20.50515,0.691456
15049,1.022387,29.00568,20.50515,0.691456
15050,1.022387,29.00568,20.50515,0.691456
15051,1.022387,29.00568,20.50515,0.691456
15052,1.022387,29.00568,20.50515,0.691456
15094,1.021857,28.466320000000003,23.19132,0.7972676
15096,1.021857,28.466320000000003,23.19132,0.7972676
15097,1.012162,29.315710000000003,20.28205,0.683536
15098,1.012162,29.315710000000003,20.28205,0.683536
15105,1.012162,29.315710000000003,20.28205,0.683536
15107,1.012162,29.315710000000003,20.28205,0.683536
15108,1.012162,29.315710000000003,20.28205,0.683536
15110,1.012162,29.315710000000003,20.28205,0.683536
15112,1.012162,29.315710000000003,20.28205,0.683536
15179,1.021179,25.43315,18.37337,0.7074356
15180,1.021179,25.43315,18.37337,0.7074356
15182,1.021179,25.43315,18.37337,0.7074356
15183,1.021179,25.43315,18.37337,0.7074356
15184,1.021179,25.43315,18.37337,0.7074356
15185,1.021179,25.43315,18.37337,0.7074356
15186,1.021179,25.43315,18.37337,0.7074356
15187,1.021179,25.43315,18.37337,0.7074356
15189,1.021179,25.43315,18.37337,0.7074356
15190,1.021179,25.43315,18.37337,0.7074356
15191,1.021179,25.43315,18.37337,0.7074356
15194,1.021179,25.43315,18.37337,0.7074356
15195,1.021179,25.43315,18.37337,0.7074356
15196,1.021179,25.43315,18.37337,0.7074356
15614,1.021488,28.141820000000003,20.01644,0.6963078
15832,1.012826,28.43832,20.38673,0.7077971
15833,1.012826,28.43832,20.38673,0.7077971
15834,1.012826,28.43832,20.38673,0.7077971
15835,1.012826,28.43832,20.38673,0.7077971
15836,1.012826,28.43832,20.38673,0.7077971
15837,1.012826,28.43832,20.38673,0.7077971
15838,1.012826,28.43832,20.38673,0.7077971
15839,1.012826,28.43832,20.38673,0.7077971
15841,1.012826,28.43832,20.38673,0.7077971
15843,1.012826,28.43832,20.38673,0.7077971
15844,1.012826,28.43832,20.38673,0.7077971
15845,1.012826,28.43832,20.38673,0.7077971
15846,1.012826,28.43832,20.38673,0.7077971
15847,1.012826,28.43832,20.38673,0.7077971
15848,1.012826,28.43832,20.38673,0.7077971
15849,1.012826,28.43832,20.38673,0.7077971
15850,1.012826,28.43832,20.38673,0.7077971
15851,1.012826,28.43832,20.38673,0.7077971
16106,1.021554,31.50036,22.9126,0.7120284
16107,1.021554,31.50036,22.9126,0.7120284
16109,1.021554,31.50036,22.9126,0.7120284
16140,1.022215,28.83835,20.40725,0.6922641
16141,1.022215,28.83835,20.40725,0.6922641
16142,1.022215,28.83835,20.40725,0.6922641
16143,1.022215,28.83835,20.40725,0.6922641
16144,1.022215,28.83835,20.40725,0.6922641
16145,1.022215,28.83835,20.40725,0.6922641
16147,1.022215,28.83835,20.40725,0.6922641
16148,1.022215,28.83835,20.40725,0.6922641
16346,1.022387,29.00568,20.50515,0.691456
16355,1.022387,29.00568,20.50515,0.691456
16356,1.022387,29.00568,20.50515,0.691456
16357,1.022387,29.00568,20.50515,0.691456
16358,1.022387,29.00568,20.50515,0.691456
16360,1.022387,29.00568,20.50515,0.691456
16382,1.022215,28.83835,20.40725,0.6922641
16383,1.022215,28.83835,20.40725,0.6922641
16384,1.022215,28.83835,20.40725,0.6922641
16399,0.9974107,26.53547,20.00299,0.7557778
16400,0.9974107,26.53547,20.00299,0.7557778
16401,0.9974107,26.53547,20.00299,0.7557778
16402,0.9974107,26.53547,20.00299,0.7557778
16403,0.9787413,22.8167,16.65493,0.7457991
16487,1.009279,25.39676,19.97757,0.7793868
16540,1.022765,29.20046,23.77536,0.7960887
16541,1.022765,29.20046,23.77536,0.7960887
16551,1.022387,29.00568,20.50515,0.691456
16629,1.013443,27.02394,21.31883,0.7784228
16630,1.013443,27.02394,21.31883,0.7784228
16650,1.022534,29.14615,20.58835,0.6908162
16654,1.022215,28.83835,20.40725,0.6922641
16755,1.022387,29.00568,20.50515,0.691456
16756,1.022387,29.00568,20.50515,0.691456
16761,1.03764,35.47335,28.81077,0.7827194
16762,1.018264,24.91084,19.72057,0.7774466
16763,1.013704,26.36169,20.7661,0.7770884
16778,1.021665,28.310340000000004,20.1113,0.6953228
16779,1.021665,28.310340000000004,20.1113,0.6953228
16861,1.022387,29.00568,20.50515,0.691456
16893,1.022387,29.00568,20.50515,0.691456
17144,1.008514,25.56311,20.08283,0.7789858
17145,1.008514,25.56311,20.08283,0.7789858
17146,1.008514,25.56311,20.08283,0.7789858
17147,1.008514,25.56311,20.08283,0.7789858
17255,1.022387,29.00568,20.50515,0.691456
17258,1.022387,29.00568,20.50515,0.691456
17259,1.022387,29.00568,20.50515,0.691456
17716,1.011172,25.21076,17.94844,0.7040701
17768,1.028832,31.68245,25.84456,0.7928771
17769,1.022444,32.79146,26.44637,0.7887978
17770,1.021801,31.47923,25.47234,0.7919151
17869,1.022387,29.00568,20.50515,0.691456
17870,1.022387,29.00568,20.50515,0.691456
17871,1.022387,29.00568,20.50515,0.691456
17872,1.022387,29.00568,20.50515,0.691456
17873,1.022387,29.00568,20.50515,0.691456
17874,1.022387,29.00568,20.50515,0.691456
17875,1.022387,29.00568,20.50515,0.691456
17886,1.022387,29.00568,20.50515,0.691456
17888,1.022387,29.00568,20.50515,0.691456
17889,1.022387,29.00568,20.50515,0.691456
17890,1.022387,29.00568,20.50515,0.691456
18010,0.9284115,15.24628,10.81777,0.7642463
18012,0.9797408,26.78107,19.54848,0.7450302
18013,1.022387,29.00568,20.50515,0.691456
18064,0.983199,23.6822,17.52851,0.7528033
18065,1.037406,35.41542,28.73205,0.7820335
18066,1.0113,28.00493,21.88459,0.7727235
18068,1.0113,28.00493,21.88459,0.7727235
18069,1.0113,28.00493,21.88459,0.7727235
18113,1.023319,33.12357,22.95186,0.6771264
18131,1.02199,28.62159,20.28508,0.6934836
18133,0.9848352,20.84531,14.78747,0.720314
18134,0.9999385,27.72651,19.14425,0.6905099
18136,1.010988,27.13156,19.12466,0.6972253
18166,1.006625,30.99111,23.85246,0.7645896
18171,1.013999,32.57761,25.12539,0.7605991
18172,1.013999,32.57761,25.12539,0.7605991
18173,1.013999,32.57761,25.12539,0.7605991
18174,1.013999,32.57761,25.12539,0.7605991
18175,1.001003,23.09808,16.70972,0.7226999
18177,1.001003,23.09808,16.70972,0.7226999
18191,1.046981,33.22443,23.60121,0.6784814
18233,1.021488,28.141820000000003,20.01644,0.6963078
18235,1.021488,28.141820000000003,20.01644,0.6963078
18358,0.9623218,23.54386,17.94024,0.7918268
18360,1.022387,29.00568,20.50515,0.691456
18361,1.022387,29.00568,20.50515,0.691456
18364,1.022387,29.00568,20.50515,0.691456
18365,1.022387,29.00568,20.50515,0.691456
18366,1.022387,29.00568,20.50515,0.691456
18367,1.022387,29.00568,20.50515,0.691456
18368,1.022387,29.00568,20.50515,0.691456
18456,1.02199,28.62159,20.28508,0.6934836
18457,1.02199,28.62159,20.28508,0.6934836
18458,1.02199,28.62159,20.28508,0.6934836
18459,1.02199,28.62159,20.28508,0.6934836
18548,1.0017,27.72342,21.42116,0.7713626
18591,1.022215,28.83835,20.40725,0.6922641
18593,1.022215,28.83835,20.40725,0.6922641
18897,1.0218,28.43821,20.18331,0.6945831
18972,1.0256,31.74255,25.77408,0.7917048
18973,1.0256,31.74255,25.77408,0.7917048
18974,1.0256,31.74255,25.77408,0.7917048
