target,sample_count,MAE,RMSE,R2
Voc,1235,0.047306410927418295,0.07214497299590825,0.623394448370709
Jsc,1235,1.7273543572384296,2.661081848791992,0.6755665532331574
PCE,1235,2.023534160958317,2.7799428683858083,0.6834692931217683
FF,1235,0.05151018209345689,0.07653317209355778,0.6048481496611113
