target,sample_count,MAE,RMSE,R2
Voc,1237,0.058866071508994144,0.08506928272866837,0.47623402317871666
Jsc,1237,2.2143221719302377,3.151247331355808,0.5446754567303568
PCE,1237,2.4781851102544343,3.2337495228020314,0.572235886330792
FF,1237,0.06428582309030616,0.12594190547007827,0.4686677109988542
