target,sample_count,MAE,RMSE,R2
Voc,1237,0.06570400040509451,0.09365955134252552,0.36511379916204556
Jsc,1237,2.556317409248938,3.5402156696470306,0.4253339789445282
PCE,1237,2.750097851661799,3.542244611159513,0.4867266815591712
FF,1237,0.06971141038778164,0.13399536800038503,0.39854206244820123
